id|custom_title|stubhub_title|vividseats_title
721019|Los Angeles Angels at Seattle Mariners|Seattle Mariners vs Los Angeles Angels [5/27/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Seattle Mariners
721020|Cleveland Indians at Seattle Mariners|Seattle Mariners vs Cleveland Indians [8/22/2012] Tickets at StubHub!|Cleveland Indians at Seattle Mariners
721021|Los Angeles Angels at Seattle Mariners|Seattle Mariners vs Los Angeles Angels [5/25/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Seattle Mariners
721022|Baltimore Orioles at Seattle Mariners|Seattle Mariners vs Baltimore Orioles [7/2/2012] Tickets at StubHub!|Baltimore Orioles at Seattle Mariners
721023|Baltimore Orioles at Seattle Mariners|Seattle Mariners vs Baltimore Orioles [7/4/2012] Tickets at StubHub!|Baltimore Orioles at Seattle Mariners
721024|Minnesota Twins at Seattle Mariners|Seattle Mariners vs Minnesota Twins [8/18/2012] Tickets at StubHub!|Minnesota Twins at Seattle Mariners
721025|Boston Red Sox at Seattle Mariners|Seattle Mariners vs Boston Red Sox [6/28/2012] Tickets at StubHub!|Boston Red Sox at Seattle Mariners
721026|Oakland Athletics at Seattle Mariners|Seattle Mariners vs Oakland Athletics [6/27/2012] Tickets at StubHub!|Oakland Athletics at Seattle Mariners
721027|Oakland Athletics at Seattle Mariners|Seattle Mariners vs Oakland Athletics [9/9/2012] Tickets at StubHub!|Oakland Athletics at Seattle Mariners
721028|Detroit Tigers at Seattle Mariners|Seattle Mariners vs Detroit Tigers [5/8/2012] Tickets at StubHub!|Detroit Tigers at Seattle Mariners
721029|New York Yankees at Seattle Mariners|Seattle Mariners vs New York Yankees [7/24/2012] Tickets at StubHub!|New York Yankees at Seattle Mariners
721030|Toronto Blue Jays at Seattle Mariners|Seattle Mariners vs Toronto Blue Jays [8/1/2012] Tickets at StubHub!|Toronto Blue Jays at Seattle Mariners
721031|Oakland Athletics at Seattle Mariners|Seattle Mariners vs Oakland Athletics [4/14/2012] Tickets at StubHub!|Oakland Athletics at Seattle Mariners
721032|Texas Rangers at Seattle Mariners|Seattle Mariners vs Texas Rangers [5/22/2012] Tickets at StubHub!|Texas Rangers at Seattle Mariners
721033|Oakland Athletics at Seattle Mariners|Seattle Mariners vs Oakland Athletics [6/26/2012] Tickets at StubHub!|Oakland Athletics at Seattle Mariners
721034|Texas Rangers at Seattle Mariners|Seattle Mariners vs Texas Rangers [9/22/2012] Tickets at StubHub!|Texas Rangers at Seattle Mariners
721035|New York Yankees at Seattle Mariners|Seattle Mariners vs New York Yankees [7/23/2012] Tickets at StubHub!|New York Yankees at Seattle Mariners
721036|Tampa Bay Rays at Seattle Mariners|Seattle Mariners vs Tampa Bay Rays [8/13/2012] Tickets at StubHub!|Tampa Bay Rays at Seattle Mariners
721037|Cleveland Indians at Seattle Mariners|Seattle Mariners vs Cleveland Indians [4/18/2012] Tickets at StubHub!|Cleveland Indians at Seattle Mariners
721038|New York Yankees at Seattle Mariners|Seattle Mariners vs New York Yankees [7/25/2012] Tickets at StubHub!|New York Yankees at Seattle Mariners
721039|Boston Red Sox at Seattle Mariners|Seattle Mariners vs Boston Red Sox [9/3/2012] Tickets at StubHub!|Boston Red Sox at Seattle Mariners
721040|Kansas City Royals at Seattle Mariners|Seattle Mariners vs Kansas City Royals [7/28/2012] Tickets at StubHub!|Kansas City Royals at Seattle Mariners
721041|Tampa Bay Rays at Seattle Mariners|Seattle Mariners vs Tampa Bay Rays [8/15/2012] Tickets at StubHub!|Tampa Bay Rays at Seattle Mariners
721042|Chicago White Sox at Seattle Mariners|Seattle Mariners vs Chicago White Sox [4/20/2012] Tickets at StubHub!|Chicago White Sox at Seattle Mariners
721043|Los Angeles Angels at Seattle Mariners|Seattle Mariners vs Los Angeles Angels [9/1/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Seattle Mariners
721044|Toronto Blue Jays at Seattle Mariners|Seattle Mariners vs Toronto Blue Jays [7/30/2012] Tickets at StubHub!|Toronto Blue Jays at Seattle Mariners
721045|Detroit Tigers at Seattle Mariners|Seattle Mariners vs Detroit Tigers [5/7/2012] Tickets at StubHub!|Detroit Tigers at Seattle Mariners
721046|Los Angeles Angels at Seattle Mariners|Seattle Mariners vs Los Angeles Angels [10/3/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Seattle Mariners
721047|Chicago White Sox at Seattle Mariners|Seattle Mariners vs Chicago White Sox [4/22/2012] Tickets at StubHub!|Chicago White Sox at Seattle Mariners
721048|Los Angeles Dodgers at Seattle Mariners|Seattle Mariners vs Los Angeles Dodgers [6/9/2012] Tickets at StubHub!|Los Angeles Dodgers at Seattle Mariners
721049|Oakland Athletics at Seattle Mariners|Seattle Mariners vs Oakland Athletics [9/7/2012] Tickets at StubHub!|Oakland Athletics at Seattle Mariners
721050|Minnesota Twins at Seattle Mariners|Seattle Mariners vs Minnesota Twins [5/5/2012] Tickets at StubHub!|Minnesota Twins at Seattle Mariners
721051|Los Angeles Angels at Seattle Mariners|Seattle Mariners vs Los Angeles Angels [10/1/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Seattle Mariners
721052|San Francisco Giants at Seattle Mariners|Seattle Mariners vs San Francisco Giants [6/15/2012] Tickets at StubHub!|San Francisco Giants at Seattle Mariners
721053|Oakland Athletics at Seattle Mariners|Seattle Mariners vs Oakland Athletics [6/25/2012] Tickets at StubHub!|Oakland Athletics at Seattle Mariners
721054|Texas Rangers at Seattle Mariners|Seattle Mariners vs Texas Rangers [7/13/2012] Tickets at StubHub!|Texas Rangers at Seattle Mariners
721055|Cleveland Indians at Seattle Mariners|Seattle Mariners vs Cleveland Indians [8/21/2012] Tickets at StubHub!|Cleveland Indians at Seattle Mariners
721056|San Francisco Giants at Seattle Mariners|Seattle Mariners vs San Francisco Giants [6/16/2012] Tickets at StubHub!|San Francisco Giants at Seattle Mariners
721057|San Diego Padres at Seattle Mariners|Seattle Mariners vs San Diego Padres [6/13/2012] Tickets at StubHub!|San Diego Padres at Seattle Mariners
721058|Los Angeles Angels at Seattle Mariners|Seattle Mariners vs Los Angeles Angels [5/26/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Seattle Mariners
721059|Texas Rangers at Seattle Mariners|Seattle Mariners vs Texas Rangers [7/15/2012] Tickets at StubHub!|Texas Rangers at Seattle Mariners
721060|Boston Red Sox at Seattle Mariners|Seattle Mariners vs Boston Red Sox [9/5/2012] Tickets at StubHub!|Boston Red Sox at Seattle Mariners
721061|Los Angeles Angels at Seattle Mariners|Seattle Mariners vs Los Angeles Angels [5/24/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Seattle Mariners
721062|Boston Red Sox at Seattle Mariners|Seattle Mariners vs Boston Red Sox [7/1/2012] Tickets at StubHub!|Boston Red Sox at Seattle Mariners
721063|Minnesota Twins at Seattle Mariners|Seattle Mariners vs Minnesota Twins [8/17/2012] Tickets at StubHub!|Minnesota Twins at Seattle Mariners
721064|Kansas City Royals at Seattle Mariners|Seattle Mariners vs Kansas City Royals [7/27/2012] Tickets at StubHub!|Kansas City Royals at Seattle Mariners
721065|Baltimore Orioles at Seattle Mariners|Seattle Mariners vs Baltimore Orioles [7/3/2012] Tickets at StubHub!|Baltimore Orioles at Seattle Mariners
721066|Minnesota Twins at Seattle Mariners|Seattle Mariners vs Minnesota Twins [8/19/2012] Tickets at StubHub!|Minnesota Twins at Seattle Mariners
721067|Oakland Athletics at Seattle Mariners|Seattle Mariners vs Oakland Athletics [4/13/2012] Tickets at StubHub!|Oakland Athletics at Seattle Mariners
721135|Texas Rangers at Seattle Mariners|Seattle Mariners vs Texas Rangers [5/23/2012] Tickets at StubHub!|Texas Rangers at Seattle Mariners
721656|Los Angeles Dodgers at San Francisco Giants|San Francisco Giants vs Los Angeles Dodgers [9/8/2012] Tickets at StubHub!|Los Angeles Dodgers at San Francisco Giants
721657|Colorado Rockies at San Francisco Giants|San Francisco Giants vs Colorado Rockies [9/19/2012] Tickets at StubHub!|Colorado Rockies at San Francisco Giants
721658|Colorado Rockies at San Francisco Giants|San Francisco Giants vs Colorado Rockies [9/17/2012] Tickets at StubHub!|Colorado Rockies at San Francisco Giants
721659|Atlanta Braves at San Francisco Giants|San Francisco Giants vs Atlanta Braves [8/25/2012] Tickets at StubHub!|Atlanta Braves at San Francisco Giants
721660|New York Mets at San Francisco Giants|San Francisco Giants vs New York Mets [8/2/2012] Tickets at StubHub!|New York Mets at San Francisco Giants
721661|San Diego Padres at San Francisco Giants|San Francisco Giants vs San Diego Padres [9/23/2012] Tickets at StubHub!|San Diego Padres at San Francisco Giants
721662|Los Angeles Dodgers at San Francisco Giants|San Francisco Giants vs Los Angeles Dodgers [7/27/2012] Tickets at StubHub!|Los Angeles Dodgers at San Francisco Giants
721663|Colorado Rockies at San Francisco Giants|San Francisco Giants vs Colorado Rockies [8/12/2012] Tickets at StubHub!|Colorado Rockies at San Francisco Giants
721664|San Diego Padres at San Francisco Giants|San Francisco Giants vs San Diego Padres [9/21/2012] Tickets at StubHub!|San Diego Padres at San Francisco Giants
721665|Los Angeles Dodgers at San Francisco Giants|San Francisco Giants vs Los Angeles Dodgers [7/29/2012] Tickets at StubHub!|Los Angeles Dodgers at San Francisco Giants
721666|Milwaukee Brewers at San Francisco Giants|San Francisco Giants vs Milwaukee Brewers [5/6/2012] Tickets at StubHub!|Milwaukee Brewers at San Francisco Giants
721667|Washington Nationals at San Francisco Giants|San Francisco Giants vs Washington Nationals [8/14/2012] Tickets at StubHub!|Washington Nationals at San Francisco Giants
721668|Oakland Athletics at San Francisco Giants|San Francisco Giants vs Oakland Athletics [5/19/2012] Tickets at StubHub!|Oakland Athletics at San Francisco Giants
721669|St Louis Cardinals at San Francisco Giants|San Francisco Giants vs St Louis Cardinals [5/17/2012] Tickets at StubHub!|St. Louis Cardinals at San Francisco Giants
721670|Arizona Diamondbacks at San Francisco Giants|San Francisco Giants vs Arizona Diamondbacks [9/4/2012] Tickets at StubHub!|Arizona Diamondbacks at San Francisco Giants
721671|Colorado Rockies at San Francisco Giants|San Francisco Giants vs Colorado Rockies [8/10/2012] Tickets at StubHub!|Colorado Rockies at San Francisco Giants
721672|Arizona Diamondbacks at San Francisco Giants|San Francisco Giants vs Arizona Diamondbacks [9/26/2012] Tickets at StubHub!|Arizona Diamondbacks at San Francisco Giants
721673|St Louis Cardinals at San Francisco Giants|San Francisco Giants vs St Louis Cardinals [5/16/2012] Tickets at StubHub!|St. Louis Cardinals at San Francisco Giants
721674|Chicago Cubs at San Francisco Giants|San Francisco Giants vs Chicago Cubs [6/2/2012] Tickets at StubHub!|Chicago Cubs at San Francisco Giants
721675|New York Mets at San Francisco Giants|San Francisco Giants vs New York Mets [7/31/2012] Tickets at StubHub!|New York Mets at San Francisco Giants
721676|Colorado Rockies at San Francisco Giants|San Francisco Giants vs Colorado Rockies [9/18/2012] Tickets at StubHub!|Colorado Rockies at San Francisco Giants
721677|Los Angeles Dodgers at San Francisco Giants|San Francisco Giants vs Los Angeles Dodgers [9/9/2012] Tickets at StubHub!|Los Angeles Dodgers at San Francisco Giants
721678|New York Mets at San Francisco Giants|San Francisco Giants vs New York Mets [8/1/2012] Tickets at StubHub!|New York Mets at San Francisco Giants
721679|Chicago Cubs at San Francisco Giants|San Francisco Giants vs Chicago Cubs [6/4/2012] Tickets at StubHub!|Chicago Cubs at San Francisco Giants
721680|San Diego Padres at San Francisco Giants|San Francisco Giants vs San Diego Padres [9/22/2012] Tickets at StubHub!|San Diego Padres at San Francisco Giants
721681|Oakland Athletics at San Francisco Giants|San Francisco Giants vs Oakland Athletics [5/20/2012] Tickets at StubHub!|Oakland Athletics at San Francisco Giants
721682|Atlanta Braves at San Francisco Giants|San Francisco Giants vs Atlanta Braves [8/24/2012] Tickets at StubHub!|Atlanta Braves at San Francisco Giants
721683|Washington Nationals at San Francisco Giants|San Francisco Giants vs Washington Nationals [8/13/2012] Tickets at StubHub!|Washington Nationals at San Francisco Giants
721684|Colorado Rockies at San Francisco Giants|San Francisco Giants vs Colorado Rockies [9/20/2012] Tickets at StubHub!|Colorado Rockies at San Francisco Giants
721685|Arizona Diamondbacks at San Francisco Giants|San Francisco Giants vs Arizona Diamondbacks [9/3/2012] Tickets at StubHub!|Arizona Diamondbacks at San Francisco Giants
721686|Los Angeles Dodgers at San Francisco Giants|San Francisco Giants vs Los Angeles Dodgers [7/28/2012] Tickets at StubHub!|Los Angeles Dodgers at San Francisco Giants
721687|Washington Nationals at San Francisco Giants|San Francisco Giants vs Washington Nationals [8/15/2012] Tickets at StubHub!|Washington Nationals at San Francisco Giants
721688|New York Mets at San Francisco Giants|San Francisco Giants vs New York Mets [7/30/2012] Tickets at StubHub!|New York Mets at San Francisco Giants
721689|Cincinnati Reds at San Francisco Giants|San Francisco Giants vs Cincinnati Reds [6/29/2012] Tickets at StubHub!|Cincinnati Reds at San Francisco Giants
721690|Cincinnati Reds at San Francisco Giants|San Francisco Giants vs Cincinnati Reds [6/28/2012] Tickets at StubHub!|Cincinnati Reds at San Francisco Giants
721691|Texas Rangers at San Francisco Giants|San Francisco Giants vs Texas Rangers [6/9/2012] Tickets at StubHub!|Texas Rangers at San Francisco Giants
721692|Los Angeles Dodgers at San Francisco Giants|San Francisco Giants vs Los Angeles Dodgers [9/7/2012] Tickets at StubHub!|Los Angeles Dodgers at San Francisco Giants
721693|Arizona Diamondbacks at San Francisco Giants|San Francisco Giants vs Arizona Diamondbacks [9/5/2012] Tickets at StubHub!|Arizona Diamondbacks at San Francisco Giants
721694|Houston Astros at San Francisco Giants|San Francisco Giants vs Houston Astros [7/13/2012] Tickets at StubHub!|Houston Astros at San Francisco Giants
721695|Houston Astros at San Francisco Giants|San Francisco Giants vs Houston Astros [7/15/2012] Tickets at StubHub!|Houston Astros at San Francisco Giants
721696|Atlanta Braves at San Francisco Giants|San Francisco Giants vs Atlanta Braves [8/23/2012] Tickets at StubHub!|Atlanta Braves at San Francisco Giants
721697|Arizona Diamondbacks at San Francisco Giants|San Francisco Giants vs Arizona Diamondbacks [9/25/2012] Tickets at StubHub!|Arizona Diamondbacks at San Francisco Giants
721698|Cincinnati Reds at San Francisco Giants|San Francisco Giants vs Cincinnati Reds [7/1/2012] Tickets at StubHub!|Cincinnati Reds at San Francisco Giants
721948|Colorado Rockies at Arizona Diamondbacks|Arizona Diamondbacks vs Colorado Rockies [10/3/2012] Tickets at StubHub!|Colorado Rockies at Arizona Diamondbacks
721956|New York Mets at Atlanta Braves (Saturday September 29, 2012)|Atlanta Braves vs New York Mets [9/29/2012] Tickets at StubHub!|New York Mets at Atlanta Braves
721957|San Francisco Giants at Atlanta Braves (Wednesday July 18, 2012)|Atlanta Braves vs San Francisco Giants [7/18/2012] Tickets at StubHub!|San Francisco Giants at Atlanta Braves
721958|Chicago Cubs at Atlanta Braves (Thursday July 5, 2012)|Atlanta Braves vs Chicago Cubs [7/5/2012] Tickets at StubHub!|Chicago Cubs at Atlanta Braves
721959|Colorado Rockies at Atlanta Braves (Thursday September 6, 2012)|Atlanta Braves vs Colorado Rockies [9/6/2012] Tickets at StubHub!|Colorado Rockies at Atlanta Braves
721960|Milwaukee Brewers at Atlanta Braves (Sunday April 15, 2012)|Atlanta Braves vs Milwaukee Brewers [4/15/2012] Tickets at StubHub!|Milwaukee Brewers at Atlanta Braves
721961|Washington Nationals at Atlanta Braves (Friday September 14, 2012)|Atlanta Braves vs Washington Nationals [9/14/2012] Tickets at StubHub!|Washington Nationals at Atlanta Braves
721962|San Francisco Giants at Atlanta Braves (Thursday July 19, 2012)|Atlanta Braves vs San Francisco Giants [7/19/2012] Tickets at StubHub!|San Francisco Giants at Atlanta Braves
721963|New York Mets at Atlanta Braves (Tuesday April 17, 2012)|Atlanta Braves vs New York Mets [4/17/2012] Tickets at StubHub!|New York Mets at Atlanta Braves
721964|Miami Marlins at Atlanta Braves (Thursday August 2, 2012)|Atlanta Braves vs Miami Marlins [8/2/2012] Tickets at StubHub!|Miami Marlins at Atlanta Braves
721965|Philadelphia Phillies at Atlanta Braves (Sunday September 2, 2012)|Atlanta Braves vs Philadelphia Phillies [9/2/2012] Tickets at StubHub!|Philadelphia Phillies at Atlanta Braves
721966|Philadelphia Phillies at Atlanta Braves (Friday July 27, 2012)|Atlanta Braves vs Philadelphia Phillies [7/27/2012] Tickets at StubHub!|Philadelphia Phillies at Atlanta Braves
721967|Philadelphia Phillies at Atlanta Braves (Sunday July 29, 2012)|Atlanta Braves vs Philadelphia Phillies [7/29/2012] Tickets at StubHub!|Philadelphia Phillies at Atlanta Braves
721968|San Diego Padres at Atlanta Braves (Tuesday August 14, 2012)|Atlanta Braves vs San Diego Padres [8/14/2012] Tickets at StubHub!|San Diego Padres at Atlanta Braves
721969|Washington Nationals at Atlanta Braves (Friday June 29, 2012)|Atlanta Braves vs Washington Nationals [6/29/2012] Tickets at StubHub!|Washington Nationals at Atlanta Braves
721970|Toronto Blue Jays at Atlanta Braves (Sunday June 10, 2012)|Atlanta Braves vs Toronto Blue Jays [6/10/2012] Tickets at StubHub!|Toronto Blue Jays at Atlanta Braves
721971|Los Angeles Dodgers at Atlanta Braves (Sunday August 19, 2012)|Atlanta Braves vs Los Angeles Dodgers [8/19/2012] Tickets at StubHub!|Los Angeles Dodgers at Atlanta Braves
721972|Miami Marlins at Atlanta Braves (Thursday May 17, 2012)|Atlanta Braves vs Miami Marlins [5/17/2012] Tickets at StubHub!|Miami Marlins at Atlanta Braves
721973|New York Mets at Atlanta Braves (Sunday July 15, 2012)|Atlanta Braves vs New York Mets [7/15/2012] Tickets at StubHub!|New York Mets at Atlanta Braves
721974|Toronto Blue Jays at Atlanta Braves (Friday June 8, 2012)|Atlanta Braves vs Toronto Blue Jays [6/8/2012] Tickets at StubHub!|Toronto Blue Jays at Atlanta Braves
721975|Colorado Rockies at Atlanta Braves (Tuesday September 4, 2012)|Atlanta Braves vs Colorado Rockies [9/4/2012] Tickets at StubHub!|Colorado Rockies at Atlanta Braves
